submission_id,RT,age,comments,education,endTime,gender,languages,picture,question0,question1,question2,question3,question4,startDate,startTime,timeSpent,trial_name,trial_number,yesno-choice0,yesno-choice1,yesno-choice2,yesno-choice3,yesno-choice4
303,35365,49,,Graduated College,1.66186E+12,Male,English,images/DOWNHazard100DOWNHazard100.gif,The presence of the rock <strong>caused</strong> the farmer to reach the <strong>apple</strong>.,The wizard <strong>moved</strong> his wand.,The presence of the rock <strong>got</strong> the farmer to reach the <strong>apple</strong>.,The presence of the rock <strong>blocked</strong> the farmer from reaching the <strong>apple</strong>.,The presence of the rock <strong>enabled</strong> the farmer to reach the <strong>apple</strong>.,Tue Aug 30 2022 05:57:27 GMT-0500 (Central Daylight Time),1.66186E+12,5.651783333,slider_rating,5,no,no,no,yes,no
303,40538,49,,Graduated College,1.66186E+12,Male,English,images/DOWNHazard100DOWNHazard0.gif,The disappearance of the rock <strong>caused</strong> the farmer to reach the <strong>apple</strong>.,The wizard <strong>moved</strong> his wand.,The disappearance of the rock <strong>got</strong> the farmer to reach the <strong>apple</strong>.,The disappearance of the rock <strong>blocked</strong> the farmer from reaching the <strong>apple</strong>.,The disappearance of the rock <strong>enabled</strong> the farmer to reach the <strong>apple</strong>.,Tue Aug 30 2022 05:57:27 GMT-0500 (Central Daylight Time),1.66186E+12,5.651783333,slider_rating,6,no,yes,no,no,yes
303,33489,49,,Graduated College,1.66186E+12,Male,English,images/DOWNHazard0DOWNHazard0.gif,The absence of the rock <strong>caused</strong> the farmer to reach the <strong>apple</strong>.,The wizard <strong>moved</strong> his wand.,The absence of the rock <strong>got</strong> the farmer to reach the <strong>apple</strong>.,The absence of the rock <strong>blocked</strong> the farmer from reaching the <strong>apple</strong>.,The absence of the rock <strong>enabled</strong> the farmer to reach the <strong>apple</strong>.,Tue Aug 30 2022 05:57:27 GMT-0500 (Central Daylight Time),1.66186E+12,5.651783333,slider_rating,7,no,no,no,no,yes
307,72229,34,N/A,Graduated College,1.66186E+12,Female,English,images/UPHazard0DOWNHazard100.gif,The appearance of the rock <strong>let</strong> the farmer reach the <strong>apple</strong>.,The appearance of the rock <strong>allowed</strong> the farmer to reach the <strong>apple</strong>.,The appearance of the rock <strong>stopped</strong> the farmer from reaching the <strong>apple</strong>.,The appearance of the rock <strong>blocked</strong> the farmer from reaching the <strong>apple</strong>.,The wizard <strong>moved</strong> his wand.,Tue Aug 30 2022 04:03:23 GMT-0700 (Pacific Daylight Time),1.66186E+12,6.793933333,slider_rating,1,no,no,yes,yes,yes
307,36297,34,N/A,Graduated College,1.66186E+12,Female,English,images/DOWNHazard100UPHazard0.gif,The disappearance of the rock <strong>let</strong> the farmer reach the <strong>apple</strong>.,The disappearance of the rock <strong>allowed</strong> the farmer to reach the <strong>apple</strong>.,The disappearance of the rock <strong>stopped</strong> the farmer from reaching the <strong>apple</strong>.,The disappearance of the rock <strong>blocked</strong> the farmer from reaching the <strong>apple</strong>.,The wizard <strong>moved</strong> his wand.,Tue Aug 30 2022 04:03:23 GMT-0700 (Pacific Daylight Time),1.66186E+12,6.793933333,slider_rating,2,yes,yes,no,no,yes
307,57209,34,N/A,Graduated College,1.66186E+12,Female,English,images/DOWNHazard0DOWNHazard100.gif,The appearance of the rock <strong>let</strong> the farmer reach the <strong>apple</strong>.,The appearance of the rock <strong>allowed</strong> the farmer to reach the <strong>apple</strong>.,The appearance of the rock <strong>stopped</strong> the farmer from reaching the <strong>apple</strong>.,The appearance of the rock <strong>blocked</strong> the farmer from reaching the <strong>apple</strong>.,The wizard <strong>moved</strong> his wand.,Tue Aug 30 2022 04:03:23 GMT-0700 (Pacific Daylight Time),1.66186E+12,6.793933333,slider_rating,3,no,no,no,no,yes
307,28962,34,N/A,Graduated College,1.66186E+12,Female,English,images/UPHazard0UPHazard0.gif,The absence of the rock <strong>let</strong> the farmer reach the <strong>apple</strong>.,The absence of the rock <strong>allowed</strong> the farmer to reach the <strong>apple</strong>.,The absence of the rock <strong>stopped</strong> the farmer from reaching the <strong>apple</strong>.,The absence of the rock <strong>blocked</strong> the farmer from reaching the <strong>apple</strong>.,The wizard <strong>moved</strong> his wand.,Tue Aug 30 2022 04:03:23 GMT-0700 (Pacific Daylight Time),1.66186E+12,6.793933333,slider_rating,4,yes,yes,no,no,no
307,35685,34,N/A,Graduated College,1.66186E+12,Female,English,images/DOWNHazard100DOWNHazard100.gif,The presence of the rock <strong>let</strong> the farmer reach the <strong>apple</strong>.,The presence of the rock <strong>allowed</strong> the farmer to reach the <strong>apple</strong>.,The presence of the rock <strong>stopped</strong> the farmer from reaching the <strong>apple</strong>.,The presence of the rock <strong>blocked</strong> the farmer from reaching the <strong>apple</strong>.,The wizard <strong>moved</strong> his wand.,Tue Aug 30 2022 04:03:23 GMT-0700 (Pacific Daylight Time),1.66186E+12,6.793933333,slider_rating,5,no,no,no,no,no
307,27579,34,N/A,Graduated College,1.66186E+12,Female,English,images/DOWNHazard100DOWNHazard0.gif,The disappearance of the rock <strong>let</strong> the farmer reach the <strong>apple</strong>.,The disappearance of the rock <strong>allowed</strong> the farmer to reach the <strong>apple</strong>.,The disappearance of the rock <strong>stopped</strong> the farmer from reaching the <strong>apple</strong>.,The disappearance of the rock <strong>blocked</strong> the farmer from reaching the <strong>apple</strong>.,The wizard <strong>moved</strong> his wand.,Tue Aug 30 2022 04:03:23 GMT-0700 (Pacific Daylight Time),1.66186E+12,6.793933333,slider_rating,6,no,no,no,no,yes
307,40217,34,N/A,Graduated College,1.66186E+12,Female,English,images/DOWNHazard0DOWNHazard0.gif,The absence of the rock <strong>let</strong> the farmer reach the <strong>apple</strong>.,The absence of the rock <strong>allowed</strong> the farmer to reach the <strong>apple</strong>.,The absence of the rock <strong>stopped</strong> the farmer from reaching the <strong>apple</strong>.,The absence of the rock <strong>blocked</strong> the farmer from reaching the <strong>apple</strong>.,The wizard <strong>moved</strong> his wand.,Tue Aug 30 2022 04:03:23 GMT-0700 (Pacific Daylight Time),1.66186E+12,6.793933333,slider_rating,7,no,no,no,no,no
308,49336,46,none,Graduated College,1.66186E+12,male,English,images/UPHazard0DOWNHazard100.gif,The appearance of the rock <strong>stopped</strong> the farmer from reaching the <strong>apple</strong>.,The appearance of the rock <strong>prevented</strong> the farmer from reaching the <strong>apple</strong>.,The wizard <strong>moved</strong> his wand.,The appearance of the rock <strong>blocked</strong> the farmer from reaching the <strong>apple</strong>.,The appearance of the rock <strong>caused</strong> the farmer to reach the <strong>apple</strong>.,Tue Aug 30 2022 06:05:30 GMT-0500 (Central Daylight Time),1.66186E+12,5.474833333,slider_rating,1,yes,yes,yes,yes,no
308,31270,46,none,Graduated College,1.66186E+12,male,English,images/UPHazard0UPHazard0.gif,The absence of the rock <strong>stopped</strong> the farmer from reaching the <strong>apple</strong>.,The absence of the rock <strong>prevented</strong> the farmer from reaching the <strong>apple</strong>.,The wizard <strong>moved</strong> his wand.,The absence of the rock <strong>blocked</strong> the farmer from reaching the <strong>apple</strong>.,The absence of the rock <strong>caused</strong> the farmer to reach the <strong>apple</strong>.,Tue Aug 30 2022 06:05:30 GMT-0500 (Central Daylight Time),1.66186E+12,5.474833333,slider_rating,2,no,no,no,no,yes
308,21894,46,none,Graduated College,1.66186E+12,male,English,images/DOWNHazard0DOWNHazard0.gif,The absence of the rock <strong>stopped</strong> the farmer from reaching the <strong>apple</strong>.,The absence of the rock <strong>prevented</strong> the farmer from reaching the <strong>apple</strong>.,The wizard <strong>moved</strong> his wand.,The absence of the rock <strong>blocked</strong> the farmer from reaching the <strong>apple</strong>.,The absence of the rock <strong>caused</strong> the farmer to reach the <strong>apple</strong>.,Tue Aug 30 2022 06:05:30 GMT-0500 (Central Daylight Time),1.66186E+12,5.474833333,slider_rating,3,no,no,no,no,no
308,34110,46,none,Graduated College,1.66186E+12,male,English,images/DOWNHazard100UPHazard0.gif,The disappearance of the rock <strong>stopped</strong> the farmer from reaching the <strong>apple</strong>.,The disappearance of the rock <strong>prevented</strong> the farmer from reaching the <strong>apple</strong>.,The wizard <strong>moved</strong> his wand.,The disappearance of the rock <strong>blocked</strong> the farmer from reaching the <strong>apple</strong>.,The disappearance of the rock <strong>caused</strong> the farmer to reach the <strong>apple</strong>.,Tue Aug 30 2022 06:05:30 GMT-0500 (Central Daylight Time),1.66186E+12,5.474833333,slider_rating,4,no,no,yes,no,yes
308,29366,46,none,Graduated College,1.66186E+12,male,English,images/DOWNHazard0DOWNHazard100.gif,The appearance of the rock <strong>stopped</strong> the farmer from reaching the <strong>apple</strong>.,The appearance of the rock <strong>prevented</strong> the farmer from reaching the <strong>apple</strong>.,The wizard <strong>moved</strong> his wand.,The appearance of the rock <strong>blocked</strong> the farmer from reaching the <strong>apple</strong>.,The appearance of the rock <strong>caused</strong> the farmer to reach the <strong>apple</strong>.,Tue Aug 30 2022 06:05:30 GMT-0500 (Central Daylight Time),1.66186E+12,5.474833333,slider_rating,5,yes,yes,yes,yes,no
308,30109,46,none,Graduated College,1.66186E+12,male,English,images/DOWNHazard100DOWNHazard0.gif,The disappearance of the rock <strong>stopped</strong> the farmer from reaching the <strong>apple</strong>.,The disappearance of the rock <strong>prevented</strong> the farmer from reaching the <strong>apple</strong>.,The wizard <strong>moved</strong> his wand.,The disappearance of the rock <strong>blocked</strong> the farmer from reaching the <strong>apple</strong>.,The disappearance of the rock <strong>caused</strong> the farmer to reach the <strong>apple</strong>.,Tue Aug 30 2022 06:05:30 GMT-0500 (Central Daylight Time),1.66186E+12,5.474833333,slider_rating,6,no,no,yes,no,no
308,29054,46,none,Graduated College,1.66186E+12,male,English,images/DOWNHazard100DOWNHazard100.gif,The presence of the rock <strong>stopped</strong> the farmer from reaching the <strong>apple</strong>.,The presence of the rock <strong>prevented</strong> the farmer from reaching the <strong>apple</strong>.,The wizard <strong>moved</strong> his wand.,The presence of the rock <strong>blocked</strong> the farmer from reaching the <strong>apple</strong>.,The presence of the rock <strong>caused</strong> the farmer to reach the <strong>apple</strong>.,Tue Aug 30 2022 06:05:30 GMT-0500 (Central Daylight Time),1.66186E+12,5.474833333,slider_rating,7,no,no,no,yes,no
310,37701,27,Had no issues. Thanks!,Graduated High School,1.66186E+12,Male,English,images/UPHazard0DOWNHazard100.gif,The appearance of the rock <strong>stopped</strong> the farmer from reaching the <strong>apple</strong>.,The wizard <strong>moved</strong> his wand.,The appearance of the rock <strong>blocked</strong> the farmer from reaching the <strong>apple</strong>.,The appearance of the rock <strong>got</strong> the farmer to reach the <strong>apple</strong>.,The appearance of the rock <strong>allowed</strong> the farmer to reach the <strong>apple</strong>.,Tue Aug 30 2022 07:07:30 GMT-0400 (Eastern Daylight Time),1.66186E+12,5.247233333,slider_rating,1,yes,yes,yes,no,no
310,40287,27,Had no issues. Thanks!,Graduated High School,1.66186E+12,Male,English,images/DOWNHazard100DOWNHazard0.gif,The disappearance of the rock <strong>stopped</strong> the farmer from reaching the <strong>apple</strong>.,The wizard <strong>moved</strong> his wand.,The disappearance of the rock <strong>blocked</strong> the farmer from reaching the <strong>apple</strong>.,The disappearance of the rock <strong>got</strong> the farmer to reach the <strong>apple</strong>.,The disappearance of the rock <strong>allowed</strong> the farmer to reach the <strong>apple</strong>.,Tue Aug 30 2022 07:07:30 GMT-0400 (Eastern Daylight Time),1.66186E+12,5.247233333,slider_rating,2,no,yes,no,no,yes
310,29137,27,Had no issues. Thanks!,Graduated High School,1.66186E+12,Male,English,images/DOWNHazard0DOWNHazard0.gif,The absence of the rock <strong>stopped</strong> the farmer from reaching the <strong>apple</strong>.,The wizard <strong>moved</strong> his wand.,The absence of the rock <strong>blocked</strong> the farmer from reaching the <strong>apple</strong>.,The absence of the rock <strong>got</strong> the farmer to reach the <strong>apple</strong>.,The absence of the rock <strong>allowed</strong> the farmer to reach the <strong>apple</strong>.,Tue Aug 30 2022 07:07:30 GMT-0400 (Eastern Daylight Time),1.66186E+12,5.247233333,slider_rating,3,no,no,no,no,yes
310,40997,27,Had no issues. Thanks!,Graduated High School,1.66186E+12,Male,English,images/DOWNHazard100UPHazard0.gif,The disappearance of the rock <strong>stopped</strong> the farmer from reaching the <strong>apple</strong>.,The wizard <strong>moved</strong> his wand.,The disappearance of the rock <strong>blocked</strong> the farmer from reaching the <strong>apple</strong>.,The disappearance of the rock <strong>got</strong> the farmer to reach the <strong>apple</strong>.,The disappearance of the rock <strong>allowed</strong> the farmer to reach the <strong>apple</strong>.,Tue Aug 30 2022 07:07:30 GMT-0400 (Eastern Daylight Time),1.66186E+12,5.247233333,slider_rating,4,no,yes,no,yes,yes
310,31693,27,Had no issues. Thanks!,Graduated High School,1.66186E+12,Male,English,images/DOWNHazard100DOWNHazard100.gif,The presence of the rock <strong>stopped</strong> the farmer from reaching the <strong>apple</strong>.,The wizard <strong>moved</strong> his wand.,The presence of the rock <strong>blocked</strong> the farmer from reaching the <strong>apple</strong>.,The presence of the rock <strong>got</strong> the farmer to reach the <strong>apple</strong>.,The presence of the rock <strong>allowed</strong> the farmer to reach the <strong>apple</strong>.,Tue Aug 30 2022 07:07:30 GMT-0400 (Eastern Daylight Time),1.66186E+12,5.247233333,slider_rating,5,yes,no,yes,no,no
310,20446,27,Had no issues. Thanks!,Graduated High School,1.66186E+12,Male,English,images/UPHazard0UPHazard0.gif,The absence of the rock <strong>stopped</strong> the farmer from reaching the <strong>apple</strong>.,The wizard <strong>moved</strong> his wand.,The absence of the rock <strong>blocked</strong> the farmer from reaching the <strong>apple</strong>.,The absence of the rock <strong>got</strong> the farmer to reach the <strong>apple</strong>.,The absence of the rock <strong>allowed</strong> the farmer to reach the <strong>apple</strong>.,Tue Aug 30 2022 07:07:30 GMT-0400 (Eastern Daylight Time),1.66186E+12,5.247233333,slider_rating,6,no,no,no,yes,yes
310,36555,27,Had no issues. Thanks!,Graduated High School,1.66186E+12,Male,English,images/DOWNHazard0DOWNHazard100.gif,The appearance of the rock <strong>stopped</strong> the farmer from reaching the <strong>apple</strong>.,The wizard <strong>moved</strong> his wand.,The appearance of the rock <strong>blocked</strong> the farmer from reaching the <strong>apple</strong>.,The appearance of the rock <strong>got</strong> the farmer to reach the <strong>apple</strong>.,The appearance of the rock <strong>allowed</strong> the farmer to reach the <strong>apple</strong>.,Tue Aug 30 2022 07:07:30 GMT-0400 (Eastern Daylight Time),1.66186E+12,5.247233333,slider_rating,7,no,yes,yes,no,no
304,42774,23,The study was effective with no issues.,Graduated High School,1.66186E+12,female,English,images/UPHazard0DOWNHazard100.gif,The appearance of the rock <strong>caused</strong> the farmer to reach the <strong>apple</strong>.,The appearance of the rock <strong>enabled</strong> the farmer to reach the <strong>apple</strong>.,The appearance of the rock <strong>made</strong> the farmer reach the <strong>apple</strong>.,The appearance of the rock <strong>blocked</strong> the farmer from reaching the <strong>apple</strong>.,The wizard <strong>moved</strong> his wand.,Tue Aug 30 2022 06:01:37 GMT-0500 (Central Daylight Time),1.66186E+12,5.11425,slider_rating,1,no,no,no,yes,yes
304,50737,23,The study was effective with no issues.,Graduated High School,1.66186E+12,female,English,images/DOWNHazard100DOWNHazard0.gif,The disappearance of the rock <strong>caused</strong> the farmer to reach the <strong>apple</strong>.,The disappearance of the rock <strong>enabled</strong> the farmer to reach the <strong>apple</strong>.,The disappearance of the rock <strong>made</strong> the farmer reach the <strong>apple</strong>.,The disappearance of the rock <strong>blocked</strong> the farmer from reaching the <strong>apple</strong>.,The wizard <strong>moved</strong> his wand.,Tue Aug 30 2022 06:01:37 GMT-0500 (Central Daylight Time),1.66186E+12,5.11425,slider_rating,2,no,no,no,no,yes
304,36075,23,The study was effective with no issues.,Graduated High School,1.66186E+12,female,English,images/DOWNHazard0DOWNHazard0.gif,The absence of the rock <strong>caused</strong> the farmer to reach the <strong>apple</strong>.,The absence of the rock <strong>enabled</strong> the farmer to reach the <strong>apple</strong>.,The absence of the rock <strong>made</strong> the farmer reach the <strong>apple</strong>.,The absence of the rock <strong>blocked</strong> the farmer from reaching the <strong>apple</strong>.,The wizard <strong>moved</strong> his wand.,Tue Aug 30 2022 06:01:37 GMT-0500 (Central Daylight Time),1.66186E+12,5.11425,slider_rating,3,no,yes,no,no,no
304,23910,23,The study was effective with no issues.,Graduated High School,1.66186E+12,female,English,images/UPHazard0UPHazard0.gif,The absence of the rock <strong>caused</strong> the farmer to reach the <strong>apple</strong>.,The absence of the rock <strong>enabled</strong> the farmer to reach the <strong>apple</strong>.,The absence of the rock <strong>made</strong> the farmer reach the <strong>apple</strong>.,The absence of the rock <strong>blocked</strong> the farmer from reaching the <strong>apple</strong>.,The wizard <strong>moved</strong> his wand.,Tue Aug 30 2022 06:01:37 GMT-0500 (Central Daylight Time),1.66186E+12,5.11425,slider_rating,4,yes,yes,yes,no,no
304,28643,23,The study was effective with no issues.,Graduated High School,1.66186E+12,female,English,images/DOWNHazard100UPHazard0.gif,The disappearance of the rock <strong>caused</strong> the farmer to reach the <strong>apple</strong>.,The disappearance of the rock <strong>enabled</strong> the farmer to reach the <strong>apple</strong>.,The disappearance of the rock <strong>made</strong> the farmer reach the <strong>apple</strong>.,The disappearance of the rock <strong>blocked</strong> the farmer from reaching the <strong>apple</strong>.,The wizard <strong>moved</strong> his wand.,Tue Aug 30 2022 06:01:37 GMT-0500 (Central Daylight Time),1.66186E+12,5.11425,slider_rating,5,yes,yes,yes,no,yes
304,28978,23,The study was effective with no issues.,Graduated High School,1.66186E+12,female,English,images/DOWNHazard0DOWNHazard100.gif,The appearance of the rock <strong>caused</strong> the farmer to reach the <strong>apple</strong>.,The appearance of the rock <strong>enabled</strong> the farmer to reach the <strong>apple</strong>.,The appearance of the rock <strong>made</strong> the farmer reach the <strong>apple</strong>.,The appearance of the rock <strong>blocked</strong> the farmer from reaching the <strong>apple</strong>.,The wizard <strong>moved</strong> his wand.,Tue Aug 30 2022 06:01:37 GMT-0500 (Central Daylight Time),1.66186E+12,5.11425,slider_rating,6,no,no,no,yes,yes
304,25044,23,The study was effective with no issues.,Graduated High School,1.66186E+12,female,English,images/DOWNHazard100DOWNHazard100.gif,The presence of the rock <strong>caused</strong> the farmer to reach the <strong>apple</strong>.,The presence of the rock <strong>enabled</strong> the farmer to reach the <strong>apple</strong>.,The presence of the rock <strong>made</strong> the farmer reach the <strong>apple</strong>.,The presence of the rock <strong>blocked</strong> the farmer from reaching the <strong>apple</strong>.,The wizard <strong>moved</strong> his wand.,Tue Aug 30 2022 06:01:37 GMT-0500 (Central Daylight Time),1.66186E+12,5.11425,slider_rating,7,no,no,no,yes,no
336,25065,40,none,Graduated College,1.66186E+12,male,english,images/UPHazard0DOWNHazard100.gif,The appearance of the rock <strong>allowed</strong> the farmer to reach the <strong>apple</strong>.,The appearance of the rock <strong>prevented</strong> the farmer from reaching the <strong>apple</strong>.,The wizard <strong>moved</strong> his wand.,The appearance of the rock <strong>enabled</strong> the farmer to reach the <strong>apple</strong>.,The appearance of the rock <strong>made</strong> the farmer reach the <strong>apple</strong>.,Tue Aug 30 2022 07:21:51 GMT-0400 (Eastern Daylight Time),1.66186E+12,3.658233333,slider_rating,1,no,yes,yes,no,no
336,12905,40,none,Graduated College,1.66186E+12,male,english,images/DOWNHazard100UPHazard0.gif,The disappearance of the rock <strong>allowed</strong> the farmer to reach the <strong>apple</strong>.,The disappearance of the rock <strong>prevented</strong> the farmer from reaching the <strong>apple</strong>.,The wizard <strong>moved</strong> his wand.,The disappearance of the rock <strong>enabled</strong> the farmer to reach the <strong>apple</strong>.,The disappearance of the rock <strong>made</strong> the farmer reach the <strong>apple</strong>.,Tue Aug 30 2022 07:21:51 GMT-0400 (Eastern Daylight Time),1.66186E+12,3.658233333,slider_rating,2,yes,no,yes,yes,yes
336,69433,40,none,Graduated College,1.66186E+12,male,english,images/DOWNHazard0DOWNHazard0.gif,The absence of the rock <strong>allowed</strong> the farmer to reach the <strong>apple</strong>.,The absence of the rock <strong>prevented</strong> the farmer from reaching the <strong>apple</strong>.,The wizard <strong>moved</strong> his wand.,The absence of the rock <strong>enabled</strong> the farmer to reach the <strong>apple</strong>.,The absence of the rock <strong>made</strong> the farmer reach the <strong>apple</strong>.,Tue Aug 30 2022 07:21:51 GMT-0400 (Eastern Daylight Time),1.66186E+12,3.658233333,slider_rating,3,no,no,no,no,no
336,12497,40,none,Graduated College,1.66186E+12,male,english,images/UPHazard0UPHazard0.gif,The absence of the rock <strong>allowed</strong> the farmer to reach the <strong>apple</strong>.,The absence of the rock <strong>prevented</strong> the farmer from reaching the <strong>apple</strong>.,The wizard <strong>moved</strong> his wand.,The absence of the rock <strong>enabled</strong> the farmer to reach the <strong>apple</strong>.,The absence of the rock <strong>made</strong> the farmer reach the <strong>apple</strong>.,Tue Aug 30 2022 07:21:51 GMT-0400 (Eastern Daylight Time),1.66186E+12,3.658233333,slider_rating,4,yes,no,no,yes,yes
336,11105,40,none,Graduated College,1.66186E+12,male,english,images/DOWNHazard100DOWNHazard100.gif,The presence of the rock <strong>allowed</strong> the farmer to reach the <strong>apple</strong>.,The presence of the rock <strong>prevented</strong> the farmer from reaching the <strong>apple</strong>.,The wizard <strong>moved</strong> his wand.,The presence of the rock <strong>enabled</strong> the farmer to reach the <strong>apple</strong>.,The presence of the rock <strong>made</strong> the farmer reach the <strong>apple</strong>.,Tue Aug 30 2022 07:21:51 GMT-0400 (Eastern Daylight Time),1.66186E+12,3.658233333,slider_rating,5,no,yes,no,no,no
336,18292,40,none,Graduated College,1.66186E+12,male,english,images/DOWNHazard0DOWNHazard100.gif,The appearance of the rock <strong>allowed</strong> the farmer to reach the <strong>apple</strong>.,The appearance of the rock <strong>prevented</strong> the farmer from reaching the <strong>apple</strong>.,The wizard <strong>moved</strong> his wand.,The appearance of the rock <strong>enabled</strong> the farmer to reach the <strong>apple</strong>.,The appearance of the rock <strong>made</strong> the farmer reach the <strong>apple</strong>.,Tue Aug 30 2022 07:21:51 GMT-0400 (Eastern Daylight Time),1.66186E+12,3.658233333,slider_rating,6,no,yes,yes,no,no
336,23004,40,none,Graduated College,1.66186E+12,male,english,images/DOWNHazard100DOWNHazard0.gif,The disappearance of the rock <strong>allowed</strong> the farmer to reach the <strong>apple</strong>.,The disappearance of the rock <strong>prevented</strong> the farmer from reaching the <strong>apple</strong>.,The wizard <strong>moved</strong> his wand.,The disappearance of the rock <strong>enabled</strong> the farmer to reach the <strong>apple</strong>.,The disappearance of the rock <strong>made</strong> the farmer reach the <strong>apple</strong>.,Tue Aug 30 2022 07:21:51 GMT-0400 (Eastern Daylight Time),1.66186E+12,3.658233333,slider_rating,7,no,no,yes,no,no
305,50681,47,,Higher Degree,1.66186E+12,Female,English,images/UPHazard0DOWNHazard100.gif,The appearance of the rock <strong>caused</strong> the farmer to reach the <strong>apple</strong>.,The appearance of the rock <strong>enabled</strong> the farmer to reach the <strong>apple</strong>.,The wizard <strong>moved</strong> his wand.,The appearance of the rock <strong>allowed</strong> the farmer to reach the <strong>apple</strong>.,The appearance of the rock <strong>let</strong> the farmer reach the <strong>apple</strong>.,Tue Aug 30 2022 07:03:31 GMT-0400 (Eastern Daylight Time),1.66186E+12,4.654883333,slider_rating,1,no,no,yes,no,no
305,35680,47,,Higher Degree,1.66186E+12,Female,English,images/DOWNHazard100DOWNHazard0.gif,The disappearance of the rock <strong>caused</strong> the farmer to reach the <strong>apple</strong>.,The disappearance of the rock <strong>enabled</strong> the farmer to reach the <strong>apple</strong>.,The wizard <strong>moved</strong> his wand.,The disappearance of the rock <strong>allowed</strong> the farmer to reach the <strong>apple</strong>.,The disappearance of the rock <strong>let</strong> the farmer reach the <strong>apple</strong>.,Tue Aug 30 2022 07:03:31 GMT-0400 (Eastern Daylight Time),1.66186E+12,4.654883333,slider_rating,2,no,yes,yes,yes,yes
305,27833,47,,Higher Degree,1.66186E+12,Female,English,images/DOWNHazard100DOWNHazard100.gif,The presence of the rock <strong>caused</strong> the farmer to reach the <strong>apple</strong>.,The presence of the rock <strong>enabled</strong> the farmer to reach the <strong>apple</strong>.,The wizard <strong>moved</strong> his wand.,The presence of the rock <strong>allowed</strong> the farmer to reach the <strong>apple</strong>.,The presence of the rock <strong>let</strong> the farmer reach the <strong>apple</strong>.,Tue Aug 30 2022 07:03:31 GMT-0400 (Eastern Daylight Time),1.66186E+12,4.654883333,slider_rating,3,no,no,no,no,no
305,20887,47,,Higher Degree,1.66186E+12,Female,English,images/DOWNHazard0DOWNHazard0.gif,The absence of the rock <strong>caused</strong> the farmer to reach the <strong>apple</strong>.,The absence of the rock <strong>enabled</strong> the farmer to reach the <strong>apple</strong>.,The wizard <strong>moved</strong> his wand.,The absence of the rock <strong>allowed</strong> the farmer to reach the <strong>apple</strong>.,The absence of the rock <strong>let</strong> the farmer reach the <strong>apple</strong>.,Tue Aug 30 2022 07:03:31 GMT-0400 (Eastern Daylight Time),1.66186E+12,4.654883333,slider_rating,4,no,yes,no,yes,yes
305,22703,47,,Higher Degree,1.66186E+12,Female,English,images/DOWNHazard100UPHazard0.gif,The disappearance of the rock <strong>caused</strong> the farmer to reach the <strong>apple</strong>.,The disappearance of the rock <strong>enabled</strong> the farmer to reach the <strong>apple</strong>.,The wizard <strong>moved</strong> his wand.,The disappearance of the rock <strong>allowed</strong> the farmer to reach the <strong>apple</strong>.,The disappearance of the rock <strong>let</strong> the farmer reach the <strong>apple</strong>.,Tue Aug 30 2022 07:03:31 GMT-0400 (Eastern Daylight Time),1.66186E+12,4.654883333,slider_rating,5,yes,yes,yes,yes,yes
305,20811,47,,Higher Degree,1.66186E+12,Female,English,images/DOWNHazard0DOWNHazard100.gif,The appearance of the rock <strong>caused</strong> the farmer to reach the <strong>apple</strong>.,The appearance of the rock <strong>enabled</strong> the farmer to reach the <strong>apple</strong>.,The wizard <strong>moved</strong> his wand.,The appearance of the rock <strong>allowed</strong> the farmer to reach the <strong>apple</strong>.,The appearance of the rock <strong>let</strong> the farmer reach the <strong>apple</strong>.,Tue Aug 30 2022 07:03:31 GMT-0400 (Eastern Daylight Time),1.66186E+12,4.654883333,slider_rating,6,no,no,yes,no,no
305,35241,47,,Higher Degree,1.66186E+12,Female,English,images/UPHazard0UPHazard0.gif,The absence of the rock <strong>caused</strong> the farmer to reach the <strong>apple</strong>.,The absence of the rock <strong>enabled</strong> the farmer to reach the <strong>apple</strong>.,The wizard <strong>moved</strong> his wand.,The absence of the rock <strong>allowed</strong> the farmer to reach the <strong>apple</strong>.,The absence of the rock <strong>let</strong> the farmer reach the <strong>apple</strong>.,Tue Aug 30 2022 07:03:31 GMT-0400 (Eastern Daylight Time),1.66186E+12,4.654883333,slider_rating,7,yes,yes,no,yes,yes
306,73773,30,,Higher Degree,1.66186E+12,Female,English,images/UPHazard0DOWNHazard100.gif,The appearance of the rock <strong>got</strong> the farmer to reach the <strong>apple</strong>.,The appearance of the rock <strong>caused</strong> the farmer to reach the <strong>apple</strong>.,The wizard <strong>moved</strong> his wand.,The appearance of the rock <strong>prevented</strong> the farmer from reaching the <strong>apple</strong>.,The appearance of the rock <strong>made</strong> the farmer reach the <strong>apple</strong>.,Tue Aug 30 2022 06:53:20 GMT-0400 (Eastern Daylight Time),1.66186E+12,14.9179,slider_rating,1,no,no,yes,yes,no
306,26448,30,,Higher Degree,1.66186E+12,Female,English,images/DOWNHazard100DOWNHazard100.gif,The presence of the rock <strong>got</strong> the farmer to reach the <strong>apple</strong>.,The presence of the rock <strong>caused</strong> the farmer to reach the <strong>apple</strong>.,The wizard <strong>moved</strong> his wand.,The presence of the rock <strong>prevented</strong> the farmer from reaching the <strong>apple</strong>.,The presence of the rock <strong>made</strong> the farmer reach the <strong>apple</strong>.,Tue Aug 30 2022 06:53:20 GMT-0400 (Eastern Daylight Time),1.66186E+12,14.9179,slider_rating,2,no,no,no,yes,no
